HorseID,Rtg,Sire,Pla,RaceDate,Dist,FinishTime,DeclarHorseWt
T436,37,Showcasing,4,2017-03-29,1200,1.10.45,1092
T211,112,Sebring,1,2016-04-03,1200,1.08.36,1067
T405,54,Commands,4,2016-04-03,1200,1.10.15,1077
T282,54,Snitzel,5,2017-03-29,1650,1.40.18,1049
V011,47,Not A Single Doubt,3,2017-03-29,1650,1.40.12,1091
P310,79,Not A Single Doubt,5,2016-04-03,1000,0.56.16,1122
S397,63,Not A Single Doubt,9,2016-04-03,1000,0.56.36,1151
T289,47,Showcasing,2,2017-03-29,1200,1.10.37,1093
M273,69,Flying Spur,9,2012-04-09,1000,0.57.18,1202
V341,51,More Than Ready,7,2018-03-28,1200,1.10.34,1131
A418,87,More Than Ready,3,2018-03-28,1200,1.08.87,1091
B166,82,Sebring,8,2018-03-28,1200,1.09.42,1153
V151,82,Commands,9,2018-03-28,1200,1.09.45,1149
A154,77,Makfi,11,2017-03-29,1650,1.43.41,1031
V020,66,Showcasing,2,2017-03-29,1650,1.39.52,1081
V347,61,Showcasing,2,2017-03-29,1200,1.09.91,1120
V341,57,More Than Ready,9,2017-04-02,1200,1.10.58,1117
T341,65,Commands,6,2016-04-03,1200,1.09.80,1084
V078,73,More Than Ready,2,2016-04-03,1200,1.09.60,1161
A002,95,Duke Of Marmalade,5,2018-03-28,1800,1.48.21,1063
A093,116,More Than Ready,2,2018-03-28,1800,1.47.83,1069
V334,40,Flying Spur,1,2017-04-02,1400,1.22.58,1159
P310,67,Not A Single Doubt,11,2018-03-28,1200,1.10.26,1126
T345,57,Commands,10,2016-04-06,1200,1.10.10,1059
V324,45,Commands,1,2017-04-02,1400,1.22.37,1180
T429,14,Not A Single Doubt,4,2018-04-02,1200,1.10.34,1162
A189,50,Not A Single Doubt,5,2017-04-02,1400,1.22.79,1071
S078,59,Commands,5,2016-04-06,1650,1.40.23,1010
V250,74,Duke Of Marmalade,10,2017-04-02,1400,1.22.99,1170
A062,52,Swiss Ace,13,2018-04-02,1200,1.11.44,1055
A280,48,Showcasing,9,2018-04-02,1200,1.10.94,1096
B041,48,Showcasing,11,2018-04-02,1200,1.11.03,1007
B189,52,Sebring,5,2018-04-02,1200,1.10.55,1146
T345,55,Commands,4,2018-04-02,1200,1.10.53,1082
P310,72,Not A Single Doubt,12,2015-04-15,1000,0.59.10,1098
V002,81,Not A Single Doubt,11,2016-04-06,1200,1.10.04,1112
S078,73,Commands,5,2014-04-09,1650,1.40.62,1018
A024,83,Sebring,4,2017-04-02,1400,1.21.07,1082
B067,49,Makfi,5,2018-04-02,1400,1.23.17,1005
B181,70,Makfi,6,2018-04-02,1600,1.35.33,1165
T281,72,More Than Ready,3,2018-04-02,1600,1.35.14,1126
V002,70,Not A Single Doubt,9,2018-04-02,1600,1.35.66,1117
V150,54,Snitzel,3,2018-04-08,1000,0.57.36,1137
T282,52,Snitzel,7,2016-04-10,1200,1.10.80,1029
V011,48,Not A Single Doubt,6,2016-04-10,1200,1.10.80,1092
V375,36,Makfi,6,2018-04-08,1800,1.51.21,1115
T211,68,Sebring,5,2015-04-19,1000,0.55.73,1096
V381,60,Sebring,12,2018-04-08,1800,1.48.31,1142
B040,80,Sebring,4,2018-04-08,1200,1.09.37,1130
P310,65,Not A Single Doubt,11,2018-04-08,1200,1.10.42,1120
V151,73,Commands,2,2016-04-10,1200,1.10.40,1135
T098,84,Duke Of Marmalade,8,2017-04-05,1650,1.38.22,1200
V348,52,Swiss Ace,10,2017-04-09,1000,0.57.57,1021
S419,85,Commands,3,2016-04-10,1400,1.22.61,1092
V150,81,Snitzel,5,2016-04-10,1400,1.22.91,1135
A377,86,Not A Single Doubt,4,2018-04-08,1000,0.55.79,1000
A067,72,Makfi,3,2017-04-09,1200,1.09.74,1154
M273,47,Flying Spur,5,2015-04-22,1000,0.58.02,1239
A297,79,Sebring,2,2018-04-08,1400,1.22.35,1159
V151,82,Commands,1,2017-04-09,1000,0.55.48,1129
T289,51,Showcasing,9,2016-04-13,1200,1.11.20,1082
M273,47,Flying Spur,12,2014-04-16,1200,1.11.44,1239
S078,56,Commands,6,2015-04-22,1650,1.41.85,1041
T211,128,Sebring,5,2017-04-09,1200,1.08.86,1072
V334,53,Flying Spur,12,2018-04-11,1650,1.43.28,1198
B042,48,Showcasing,9,2018-04-11,1200,1.11.23,1030
B107,59,More Than Ready,10,2018-04-11,1200,1.11.44,1091
T289,46,Showcasing,4,2018-04-11,1200,1.10.74,1096
V348,53,Swiss Ace,10,2018-04-11,1200,0.00.00,1100
A002,94,Duke Of Marmalade,11,2017-04-09,2200,2.13.85,1074
A093,97,More Than Ready,2,2017-04-09,2200,2.12.44,1094
A189,51,Not A Single Doubt,1,2018-04-11,1650,1.41.37,1011
T405,42,Commands,3,2018-04-11,1650,1.41.99,1107
M273,37,Flying Spur,12,2017-04-12,1000,0.58.98,1283
S397,59,Not A Single Doubt,7,2015-04-26,1200,1.10.31,1139
S078,54,Commands,2,2017-04-12,1650,1.41.66,1044
V011,47,Not A Single Doubt,1,2017-04-12,1650,1.41.51,1078
V306,53,Snitzel,8,2017-04-12,1200,1.10.88,1122
B314,999,Sebring,7,2018-04-15,1000,1.01.27,1082
T280,25,Flying Spur,7,2018-04-15,1200,1.11.24,1056
M273,42,Flying Spur,11,2016-04-16,1000,0.56.58,1266
B181,70,Makfi,1,2018-04-15,1600,1.35.97,1161
V347,58,Showcasing,5,2018-04-15,1200,1.09.88,1108
V150,82,Snitzel,9,2017-04-12,1650,1.40.81,1137
V324,54,Commands,10,2018-04-15,1400,0.00.00,1100
V011,46,Not A Single Doubt,6,2016-04-16,1400,1.23.03,1085
V250,48,Duke Of Marmalade,8,2018-04-15,1600,1.37.04,1210
P310,63,Not A Single Doubt,4,2018-04-15,1000,0.57.23,1117
S397,63,Not A Single Doubt,7,2016-04-16,1200,1.09.61,1156
V163,36,Sebring,13,2017-04-17,1400,1.24.49,1091
V375,39,Makfi,8,2017-04-17,1400,1.23.25,1102
A002,95,Duke Of Marmalade,1,2018-04-15,2200,2.13.47,1062
A290,71,Makfi,1,2018-04-15,1200,1.09.35,1142
B166,80,Sebring,9,2018-04-15,1200,1.10.34,1160
B251,70,Commands,8,2018-04-15,1200,1.10.26,1118
S419,70,Commands,4,2018-04-15,1200,1.10.11,1087
A067,72,Makfi,3,2017-04-17,1200,1.09.53,1145
T405,69,Commands,12,2017-04-17,1200,1.10.43,1092
A171,71,Snitzel,5,2017-04-17,1200,1.09.45,1061
T436,47,Showcasing,10,2016-04-20,1200,1.11.41,1086
P310,78,Not A Single Doubt,2,2016-04-20,1000,0.57.30,1118
S419,52,Commands,10,2015-05-03,1000,0.00.00,1100
V385,49,Commands,7,2018-04-18,1000,0.58.01,1059
S078,54,Commands,9,2015-05-03,1600,1.36.48,1039
A337,74,More Than Ready,4,2018-04-18,1200,1.10.29,1145
T289,47,Showcasing,2,2017-04-20,1200,1.10.14,1087
V348,50,Swiss Ace,12,2017-04-20,1200,1.12.57,1023
V385,48,Commands,5,2017-04-20,1000,0.58.01,1042
T429,41,Not A Single Doubt,9,2016-04-24,1400,1.24.00,1146
B080,52,Showcasing,4,2018-04-21,1000,0.56.47,1209
B259,52,Swiss Ace,8,2018-04-21,1000,0.57.07,1186
V150,53,Snitzel,5,2018-04-21,1000,0.56.66,1148
T282,52,Snitzel,6,2016-04-24,1200,1.11.17,1024
A042,70,Swiss Ace,10,2017-04-20,1000,0.00.00,1100
P310,70,Not A Single Doubt,6,2017-04-20,1000,0.57.26,1117
V381,58,Sebring,2,2018-04-21,1650,1.38.68,1131
S397,72,Not A Single Doubt,4,2017-04-20,1200,1.09.94,1146
V105,66,Showcasing,10,2017-04-20,1200,0.00.00,1100
M273,24,Flying Spur,10,2018-04-21,1400,0.00.00,1100
T429,14,Not A Single Doubt,13,2018-04-21,1400,1.23.77,1165
V020,68,Showcasing,5,2017-04-20,1650,1.40.33,1091
A062,52,Swiss Ace,12,2018-04-21,1200,1.11.04,1048
T098,66,Duke Of Marmalade,4,2018-04-21,1800,1.47.02,1206
T281,73,More Than Ready,3,2018-04-21,1800,1.46.88,1117
T280,14,Flying Spur,4,2017-04-23,1200,1.09.95,1026
V151,80,Commands,8,2018-04-21,1200,1.11.11,1149
V150,81,Snitzel,5,2016-04-24,1600,1.37.74,1135
A074,80,Swiss Ace,7,2018-04-21,1200,1.08.80,1137
A171,64,Snitzel,5,2018-04-21,1200,1.08.55,1073
B083,77,Swiss Ace,1,2018-04-21,1200,1.07.81,1024
A297,81,Sebring,1,2018-04-21,1400,1.21.74,1154
A377,85,Not A Single Doubt,13,2018-04-21,1400,1.23.33,990
A418,87,More Than Ready,2,2018-04-21,1400,1.21.82,1107
V341,49,More Than Ready,9,2018-04-25,1200,1.11.46,1123
V347,56,Showcasing,7,2018-04-25,1200,1.11.33,1109
T098,83,Duke Of Marmalade,10,2017-04-23,1800,1.48.82,1192
T281,44,More Than Ready,2,2016-04-27,1800,1.49.77,1124
V150,81,Snitzel,8,2017-04-23,1400,1.23.07,1135
B067,49,Makfi,11,2018-04-25,1650,1.41.19,999
S078,47,Commands,9,2018-04-25,1650,1.41.08,1066
T405,41,Commands,8,2018-04-25,1650,1.40.91,1105
A280,46,Showcasing,8,2018-04-25,1200,1.11.20,1095
V334,52,Flying Spur,12,2018-04-25,1650,1.43.70,1191
P310,63,Not A Single Doubt,7,2018-04-25,1200,1.10.41,1125
V163,52,Sebring,5,2016-05-01,1400,1.22.61,1087
T282,54,Snitzel,3,2017-04-26,1650,1.40.28,1042
V011,52,Not A Single Doubt,5,2017-04-26,1650,1.40.53,1084
V341,54,More Than Ready,12,2017-04-26,1650,1.42.88,1109
P310,72,Not A Single Doubt,5,2015-05-09,1000,0.58.87,1090
V250,72,Duke Of Marmalade,10,2017-04-26,1200,1.10.83,1184
V002,69,Not A Single Doubt,8,2018-04-29,1600,1.35.69,1106
T375,101,Not A Single Doubt,6,2018-04-29,1400,1.22.42,988
T211,121,Sebring,2,2016-05-01,1200,1.08.75,1066
T098,82,Duke Of Marmalade,4,2015-05-09,1400,1.23.80,1209
B304,80,Sebring,5,2018-04-29,1200,1.09.90,1044
B339,73,Sebring,6,2018-04-29,1200,1.09.93,996
A252,123,Not A Single Doubt,3,2018-04-29,1600,1.34.59,1159
V306,53,Snitzel,5,2017-04-30,1200,1.10.12,1135
S419,86,Commands,6,2016-05-01,1400,1.23.03,1089
S078,73,Commands,6,2014-05-07,1650,1.41.47,1031
M273,45,Flying Spur,1,2015-05-13,1000,0.57.35,1253
T211,125,Sebring,5,2018-04-29,1200,1.09.51,1080
V334,47,Flying Spur,11,2017-04-30,1400,1.23.66,1166
T098,79,Duke Of Marmalade,9,2016-05-01,1400,1.22.87,1183
A093,118,More Than Ready,3,2018-04-29,2000,2.00.88,1085
A189,49,Not A Single Doubt,6,2017-04-30,1400,1.22.74,1076
V324,50,Commands,5,2017-04-30,1400,1.22.69,1175
V151,75,Commands,3,2016-05-01,1200,1.09.77,1134
B273,88,Snitzel,13,2018-04-29,1200,1.11.99,1108
B305,87,Snitzel,10,2018-04-29,1200,1.10.78,1143
A024,88,Sebring,10,2018-04-29,1600,1.36.51,1085
A002,94,Duke Of Marmalade,5,2017-04-30,2400,2.26.37,1068
A093,100,More Than Ready,1,2017-04-30,2400,2.25.48,1074
T289,49,Showcasing,7,2016-05-04,1000,0.58.20,1078
M273,45,Flying Spur,7,2014-05-10,1000,0.57.65,1233
V258,32,Not A Single Doubt,14,2018-05-02,1800,1.56.64,1148
S078,57,Commands,5,2016-05-04,1650,1.41.46,1019
V105,53,Showcasing,2,2016-05-04,1650,1.41.16,1038
B041,45,Showcasing,5,2018-05-02,1200,1.09.43,1005
A067,73,Makfi,10,2017-04-30,1200,1.10.56,1152
V347,63,Showcasing,9,2017-04-30,1200,1.10.45,1122
A154,83,Makfi,10,2018-05-02,1650,0.00.00,1100
T345,55,Commands,11,2016-05-04,1200,1.12.02,1064
A024,83,Sebring,8,2017-04-30,1600,1.34.30,1082
T098,81,Duke Of Marmalade,14,2017-04-30,1600,1.35.51,1190
T375,90,Not A Single Doubt,9,2017-04-30,1600,1.34.31,993
S397,62,Not A Single Doubt,1,2016-05-04,1000,0.57.19,1149
P310,65,Not A Single Doubt,14,2014-05-10,1000,0.57.74,1078
A222,57,More Than Ready,1,2018-05-02,1650,1.38.89,1067
T098,64,Duke Of Marmalade,8,2018-05-02,1650,1.38.84,1191
V020,79,Showcasing,11,2018-05-02,1650,1.39.76,1103
V381,60,Sebring,7,2018-05-02,1650,1.38.78,1136
V385,46,Commands,7,2017-05-03,1000,0.57.81,1043
T211,68,Sebring,2,2015-05-16,1200,1.09.16,1091
S078,55,Commands,5,2017-05-03,1650,1.40.65,1047
P310,69,Not A Single Doubt,10,2017-05-03,1000,0.58.03,1113
S397,73,Not A Single Doubt,5,2017-05-03,1000,0.57.64,1149
V105,66,Showcasing,5,2017-05-03,1650,1.40.42,1038
T405,54,Commands,3,2016-05-07,1200,1.09.88,1088
V011,44,Not A Single Doubt,7,2016-05-07,1200,1.09.80,1072
M273,40,Flying Spur,1,2016-05-11,1000,0.57.54,1261
T211,127,Sebring,1,2017-05-07,1200,1.08.96,1076
A171,71,Snitzel,4,2017-05-07,1200,1.10.07,1064
V002,67,Not A Single Doubt,9,2017-05-07,1200,1.10.65,1119
V342,74,Swiss Ace,1,2017-05-07,1200,1.09.52,1046
V151,88,Commands,8,2017-05-07,1400,1.22.63,1131
V381,81,Sebring,9,2017-05-07,1400,1.22.76,1111
T280,999,Flying Spur,11,2015-05-24,1000,0.58.53,1007
V020,68,Showcasing,2,2017-05-10,1650,1.39.16,1084
V011,52,Not A Single Doubt,2,2017-05-10,1650,1.40.36,1086
T405,69,Commands,8,2017-05-10,1200,1.10.48,1089
T282,50,Snitzel,8,2016-05-14,1400,1.23.97,1038
T289,47,Showcasing,5,2016-05-14,1000,0.57.04,1071
P310,71,Not A Single Doubt,12,2015-05-24,1000,0.58.06,1098
A207,999,Not A Single Doubt,6,2017-05-13,1000,0.58.44,1042
V002,81,Not A Single Doubt,10,2016-05-14,1000,0.57.70,1104
T098,78,Duke Of Marmalade,1,2016-05-14,1650,1.37.70,1193
S419,86,Commands,10,2016-05-14,1400,0.00.00,1100
V150,81,Snitzel,7,2016-05-14,1400,1.22.25,1135
S078,52,Commands,2,2015-05-27,1650,1.39.62,1052
P310,67,Not A Single Doubt,3,2017-05-13,1000,0.57.32,1109
T281,46,More Than Ready,2,2016-05-18,2200,2.17.83,1115
A067,73,Makfi,2,2017-05-13,1400,1.23.02,1143
V150,79,Snitzel,3,2017-05-13,1400,1.23.09,1135
V250,70,Duke Of Marmalade,7,2017-05-13,1400,1.23.73,1186
T098,79,Duke Of Marmalade,8,2017-05-13,1400,1.23.96,1196
P310,80,Not A Single Doubt,10,2016-05-18,1000,1.00.51,1123
S078,55,Commands,6,2016-05-18,1650,1.41.18,1015
M273,999,Flying Spur,4,2011-05-29,1200,1.11.47,1226
S078,55,Commands,4,2017-05-17,1650,1.40.59,1039
V306,52,Snitzel,8,2017-05-17,1200,1.10.96,1131
T280,18,Flying Spur,10,2017-05-21,1200,1.11.25,1049
T429,17,Not A Single Doubt,5,2017-05-21,1200,1.10.25,1180
T436,44,Showcasing,10,2016-05-22,1400,1.23.28,1087
S078,71,Commands,5,2014-05-28,1800,1.49.84,1031
M273,51,Flying Spur,3,2015-06-03,1000,0.57.73,1260
V151,77,Commands,3,2016-05-22,1200,1.09.37,1122
T098,84,Duke Of Marmalade,8,2016-05-22,1650,1.38.92,1204
T375,80,Not A Single Doubt,2,2016-05-22,1400,1.21.79,981
V381,80,Sebring,3,2017-05-21,1600,1.35.32,1112
T429,38,Not A Single Doubt,6,2016-05-29,1600,1.36.82,1143
A024,81,Sebring,1,2017-05-21,1600,1.34.59,1075
M273,45,Flying Spur,4,2016-05-29,1000,0.56.38,1255
V258,52,Not A Single Doubt,2,2016-05-29,1000,0.56.18,1143
S397,57,Not A Single Doubt,2,2015-06-07,1200,1.09.12,1142
V163,52,Sebring,5,2016-05-29,1400,1.22.69,1085
V348,47,Swiss Ace,7,2017-05-24,1200,1.11.22,1016
P310,64,Not A Single Doubt,11,2014-06-01,1200,1.11.18,1079
T282,54,Snitzel,9,2017-05-24,1650,1.41.57,1039
V105,67,Showcasing,4,2017-05-24,1650,1.39.92,1038
V020,80,Showcasing,11,2016-05-29,1200,1.09.88,1105
A171,70,Snitzel,7,2017-05-24,1200,1.10.50,1057
T405,68,Commands,10,2017-05-24,1200,1.10.87,1099
T405,55,Commands,5,2016-06-01,1200,1.10.89,1090
T282,48,Snitzel,6,2016-06-01,1200,1.11.05,1034
T211,69,Sebring,1,2015-06-07,1200,1.09.08,1078
V385,44,Commands,2,2017-05-28,1000,0.57.61,1042
A189,49,Not A Single Doubt,1,2017-05-28,1600,1.35.99,1074
A154,74,Makfi,10,2017-05-28,1400,0.00.00,1100
V002,65,Not A Single Doubt,3,2017-05-28,1400,1.22.17,1124
V150,80,Snitzel,4,2017-05-28,1400,1.22.31,1129
V324,51,Commands,10,2017-05-28,1400,1.23.24,1189
A093,107,More Than Ready,3,2017-05-28,2400,2.29.73,1077
V250,68,Duke Of Marmalade,8,2017-05-28,1400,1.23.07,1186
A252,87,Not A Single Doubt,13,2017-05-28,1200,1.10.68,1121
V151,88,Commands,4,2017-05-28,1200,1.09.63,1147
T280,999,Flying Spur,10,2015-06-14,1200,1.11.57,1009
V011,42,Not A Single Doubt,6,2016-06-05,1400,1.23.28,1071
V078,73,More Than Ready,3,2016-06-05,1400,1.21.52,1160
T098,77,Duke Of Marmalade,9,2017-05-31,1650,1.38.86,1206
A207,999,Not A Single Doubt,2,2017-06-04,1200,1.11.60,1048
P310,69,Not A Single Doubt,3,2015-06-14,1000,0.55.95,1094
T280,18,Flying Spur,4,2017-06-04,1400,1.23.36,1049
V375,36,Makfi,12,2017-06-04,1400,1.24.25,1099
T098,82,Duke Of Marmalade,6,2015-06-14,1600,1.34.87,1207
A002,93,Duke Of Marmalade,9,2017-06-04,2000,2.03.64,1052
S078,53,Commands,4,2016-06-09,1650,1.42.39,1015
A222,52,More Than Ready,11,2017-06-04,1400,1.24.27,1079
V341,51,More Than Ready,5,2017-06-04,1400,1.23.71,1115
P310,80,Not A Single Doubt,1,2016-06-09,1000,0.57.48,1127
P310,66,Not A Single Doubt,5,2017-06-04,1000,0.56.48,1113
A067,75,Makfi,8,2017-06-04,1400,1.23.16,1150
V306,999,Snitzel,10,2016-06-12,1000,0.57.98,1184
V347,999,Showcasing,2,2016-06-12,1000,0.56.61,1099
V306,50,Snitzel,7,2017-06-07,1200,1.10.72,1136
V011,53,Not A Single Doubt,4,2017-06-07,1650,1.40.12,1091
V334,47,Flying Spur,12,2017-06-07,1650,1.42.17,1170
T436,41,Showcasing,10,2016-06-12,1400,1.23.51,1083
P310,62,Not A Single Doubt,12,2014-06-15,1000,0.57.71,1070
S397,59,Not A Single Doubt,5,2015-06-21,1200,1.09.89,1140
S419,52,Commands,1,2015-06-21,1200,1.08.90,1075
T281,47,More Than Ready,1,2016-06-12,1800,1.49.73,1114
S078,53,Commands,4,2015-06-21,1650,1.38.74,1022
P310,999,Not A Single Doubt,1,2013-06-23,1000,0.56.58,1144
V258,54,Not A Single Doubt,12,2016-06-12,1400,1.23.96,1133
S078,70,Commands,7,2014-06-15,1600,1.35.72,1032
V002,81,Not A Single Doubt,12,2016-06-12,1000,0.56.84,1108
T289,72,Showcasing,11,2015-06-21,1200,1.12.54,1062
V385,46,Commands,1,2017-06-11,1000,0.56.88,1038
V151,78,Commands,5,2016-06-12,1200,1.10.07,1120
T282,46,Snitzel,9,2016-06-15,1200,1.11.64,1026
V250,66,Duke Of Marmalade,8,2017-06-11,1200,1.09.95,1199
T341,65,Commands,4,2016-06-15,1200,1.10.15,1085
T375,81,Not A Single Doubt,1,2016-06-15,1650,1.39.75,972
S078,56,Commands,8,2017-06-14,1650,1.40.35,1046
T282,54,Snitzel,10,2017-06-14,1650,1.40.60,1042
T289,48,Showcasing,7,2017-06-14,1200,1.10.50,1087
M273,51,Flying Spur,11,2015-06-27,1000,0.57.67,1257
S397,73,Not A Single Doubt,4,2017-06-14,1000,0.57.04,1153
V020,70,Showcasing,1,2017-06-14,1650,1.38.92,1089
V381,81,Sebring,4,2017-06-14,1800,1.48.60,1120
P310,70,Not A Single Doubt,8,2015-06-27,1000,0.55.89,1099
T405,66,Commands,8,2017-06-14,1200,1.10.18,1099
V347,63,Showcasing,3,2017-06-14,1200,1.09.66,1114
V324,51,Commands,5,2017-06-18,1400,1.23.24,1188
V078,75,More Than Ready,8,2016-06-19,1400,1.21.81,1146
V334,47,Flying Spur,13,2017-06-18,1650,1.42.40,1164
T405,55,Commands,1,2016-06-22,1200,1.10.02,1080
V334,52,Flying Spur,8,2016-06-22,1200,1.11.19,1135
T345,47,Commands,6,2017-06-18,1200,1.11.00,1060
T345,53,Commands,3,2016-06-22,1000,0.57.44,1069
T098,75,Duke Of Marmalade,10,2017-06-18,1650,0.00.00,1100
T281,66,More Than Ready,1,2017-06-18,1650,1.39.35,1114
V011,40,Not A Single Doubt,3,2016-06-22,1200,1.11.08,1065
A171,68,Snitzel,5,2017-06-18,1200,1.10.38,1059
S078,53,Commands,1,2015-07-01,1650,1.38.07,1012
A024,87,Sebring,6,2017-06-18,1600,1.35.63,1077
V151,89,Commands,6,2017-06-18,1200,1.10.41,1149
V342,85,Swiss Ace,3,2017-06-18,1200,1.09.91,1051
M273,34,Flying Spur,7,2017-06-21,1000,0.57.64,1260
T345,52,Commands,8,2015-07-01,1200,1.10.29,1058
T289,72,Showcasing,14,2015-07-01,1200,1.10.72,1053
A128,52,Swiss Ace,2,2017-06-21,1200,1.10.35,981
T289,45,Showcasing,10,2016-06-26,1200,1.10.41,1081
T282,44,Snitzel,13,2016-06-26,1200,1.11.02,1029
A337,80,More Than Ready,6,2017-06-21,1200,1.10.16,1155
T281,52,More Than Ready,10,2016-06-26,2000,0.00.00,1100
V105,67,Showcasing,5,2017-06-21,1650,1.40.01,1035
V020,78,Showcasing,11,2016-06-26,1200,1.10.35,1096
T280,18,Flying Spur,8,2017-06-25,1400,1.23.58,1049
V150,81,Snitzel,4,2016-06-26,1600,1.34.05,1134
V306,999,Snitzel,14,2016-07-01,1200,1.12.08,1175
V347,999,Showcasing,8,2016-07-01,1200,1.10.58,1106
P310,64,Not A Single Doubt,7,2017-06-25,1200,1.09.60,1132
S419,76,Commands,8,2017-06-25,1200,1.09.64,1071
V334,52,Flying Spur,10,2016-07-01,1000,0.57.83,1131
A280,52,Showcasing,9,2017-06-25,1200,1.10.09,1070
V306,48,Snitzel,10,2017-06-25,1200,1.10.10,1140
V078,82,More Than Ready,1,2017-06-25,1200,1.08.12,1133
V002,65,Not A Single Doubt,13,2017-06-25,1400,1.23.30,1131
V150,80,Snitzel,8,2017-06-25,1400,1.22.59,1140
T341,65,Commands,5,2016-07-01,1200,1.08.98,1083
M273,51,Flying Spur,10,2015-07-08,1000,0.58.13,1250
V011,53,Not A Single Doubt,7,2017-06-28,1650,1.40.46,1093
V341,49,More Than Ready,2,2017-06-28,1650,1.40.33,1121
V347,63,Showcasing,2,2017-06-28,1200,1.09.90,1113
V020,77,Showcasing,5,2017-06-28,1650,1.40.03,1093
V381,81,Sebring,10,2017-06-28,1650,1.39.97,1122
A222,52,More Than Ready,8,2017-07-01,1200,1.10.87,1077
T345,45,Commands,7,2017-07-01,1200,1.10.80,1063
S078,68,Commands,7,2014-07-06,1600,1.35.23,1043
S419,64,Commands,5,2015-07-12,1200,1.09.76,1062
V375,33,Makfi,1,2017-07-01,1650,1.40.38,1109
S078,52,Commands,3,2016-07-06,1650,1.41.63,1028
T375,88,Not A Single Doubt,4,2017-07-01,1400,1.20.93,992
T429,35,Not A Single Doubt,11,2016-07-10,1800,1.50.80,1155
T098,75,Duke Of Marmalade,10,2017-07-01,1650,0.00.00,1100
V163,51,Sebring,11,2016-07-10,1400,1.23.12,1086
A207,999,Not A Single Doubt,1,2017-07-09,1200,1.09.97,1040
A280,52,Showcasing,11,2017-07-09,1000,0.57.52,1072
A294,74,Commands,6,2017-07-09,1200,1.10.09,1169
S419,86,Commands,7,2016-07-10,1400,1.21.66,1091
A189,56,Not A Single Doubt,2,2017-07-09,1600,1.35.62,1074
A002,91,Duke Of Marmalade,6,2017-07-09,2000,2.00.72,1067
A297,73,Sebring,1,2017-07-09,1400,1.21.41,1151
S078,56,Commands,11,2017-07-12,1650,1.41.16,1049
P310,62,Not A Single Doubt,1,2017-07-12,1000,0.57.08,1124
T341,69,Commands,7,2017-07-12,1000,0.57.66,1091
S397,73,Not A Single Doubt,9,2017-07-12,1200,1.10.16,1136
T405,64,Commands,12,2017-07-12,1200,1.10.99,1100
T281,75,More Than Ready,5,2017-07-12,1800,1.50.51,1112
A252,87,Not A Single Doubt,1,2017-07-12,1200,1.09.55,1122
T280,16,Flying Spur,2,2017-07-16,1200,1.10.71,1038
T429,17,Not A Single Doubt,3,2017-07-16,1200,1.10.72,1194
A128,52,Swiss Ace,2,2017-07-16,1200,1.10.39,986
T289,48,Showcasing,5,2017-07-16,1200,1.10.45,1086
A222,50,More Than Ready,6,2017-07-16,1400,1.24.91,1077
V381,80,Sebring,13,2017-07-16,1600,1.37.61,1120
A337,80,More Than Ready,10,2017-07-16,1200,1.11.12,1154
S419,74,Commands,3,2017-07-16,1200,1.10.39,1090
V250,63,Duke Of Marmalade,11,2017-07-16,1200,1.11.15,1210
T375,87,Not A Single Doubt,6,2017-07-16,1400,1.23.27,972
