HorseID,Rtg,Sire,Pla,RaceDate,Dist,FinishTime,DeclarHorseWt
V163,43,Sebring,14,2017-01-01,1400,1.23.85,1099
V375,45,Makfi,13,2017-01-01,1400,1.23.74,1133
V385,50,Commands,4,2017-12-27,1000,0.58.00,1049
T405,51,Commands,10,2017-12-27,1200,1.11.41,1105
V020,66,Showcasing,6,2017-01-01,1600,1.35.12,1100
A294,67,Commands,8,2017-12-27,1000,0.58.12,1194
S419,81,Commands,7,2017-01-01,1200,1.09.44,1089
T280,26,Flying Spur,8,2018-01-01,1600,1.37.22,1076
T098,77,Duke Of Marmalade,4,2015-01-10,1600,1.35.90,1190
V334,53,Flying Spur,5,2018-01-01,1400,1.23.01,1191
T436,52,Showcasing,11,2016-01-09,1200,1.10.85,1088
T345,56,Commands,5,2018-01-01,1200,1.10.53,1085
S078,49,Commands,2,2017-01-04,1650,1.41.26,1042
T282,48,Snitzel,6,2017-01-04,1650,1.41.68,1049
A189,57,Not A Single Doubt,4,2018-01-01,1600,1.35.73,1049
T405,51,Commands,3,2016-01-09,1200,1.10.15,1089
B067,50,Makfi,4,2018-01-01,1200,1.10.56,1012
T405,62,Commands,12,2017-01-04,1200,1.12.12,1093
V020,80,Showcasing,10,2016-01-09,1000,0.57.28,1110
V020,73,Showcasing,5,2018-01-01,1800,1.48.82,1105
P310,63,Not A Single Doubt,1,2015-01-14,1000,0.57.55,1093
A252,108,Not A Single Doubt,6,2018-01-01,1400,1.21.68,1164
S397,60,Not A Single Doubt,11,2016-01-09,1400,1.23.19,1142
T289,61,Showcasing,9,2016-01-09,1400,1.22.83,1090
M273,66,Flying Spur,4,2013-01-16,1000,0.58.13,1225
B190,52,Snitzel,1,2018-01-07,1000,0.57.72,1077
T375,81,Not A Single Doubt,3,2016-01-09,1600,1.35.49,1006
A067,74,Makfi,2,2017-01-08,1400,1.22.42,1163
V250,80,Duke Of Marmalade,9,2017-01-08,1400,1.22.92,1155
V381,63,Sebring,5,2018-01-07,1600,1.35.41,1131
V324,48,Commands,8,2017-01-08,1400,1.23.09,1188
A313,50,More Than Ready,8,2018-01-07,1400,1.23.85,1064
A042,70,Swiss Ace,11,2017-01-08,1400,1.23.40,1105
S078,76,Commands,10,2014-01-11,1400,1.23.13,1036
T280,31,Flying Spur,10,2016-01-13,1650,1.44.12,982
V150,82,Snitzel,6,2017-01-08,1600,1.34.80,1151
A337,71,More Than Ready,12,2018-01-07,1200,1.11.37,1156
A338,80,Snitzel,3,2018-01-07,1400,1.22.47,1113
B107,70,More Than Ready,12,2018-01-07,1400,1.23.78,1096
V002,68,Not A Single Doubt,7,2018-01-07,1400,1.23.11,1126
V150,64,Snitzel,11,2018-01-07,1400,1.23.50,1158
V347,60,Showcasing,4,2017-01-11,1000,0.57.82,1124
A024,88,Sebring,2,2018-01-07,1600,1.35.59,1099
V011,49,Not A Single Doubt,9,2017-01-11,1200,1.11.41,1102
M273,47,Flying Spur,9,2016-01-17,1000,0.57.81,1244
M273,28,Flying Spur,5,2018-01-10,1000,0.58.44,1243
T436,41,Showcasing,5,2018-01-10,1200,1.10.56,1090
V348,48,Swiss Ace,4,2018-01-10,1200,1.10.50,1008
T429,52,Not A Single Doubt,11,2016-01-17,1200,1.11.82,1152
B042,52,Showcasing,10,2018-01-10,1200,1.11.76,1062
T289,50,Showcasing,6,2018-01-10,1200,1.11.45,1112
T281,52,More Than Ready,6,2016-01-17,1600,1.37.14,1128
S078,51,Commands,5,2018-01-10,1650,1.41.88,1063
T098,83,Duke Of Marmalade,9,2017-01-11,1650,1.40.92,1206
M273,47,Flying Spur,2,2015-01-21,1000,0.57.58,1250
A294,65,Commands,11,2018-01-10,1000,0.58.22,1197
P310,72,Not A Single Doubt,10,2018-01-10,1000,0.58.20,1135
P310,82,Not A Single Doubt,10,2017-01-11,1200,1.11.04,1132
A093,110,More Than Ready,1,2018-01-10,1800,1.50.14,1074
T429,23,Not A Single Doubt,7,2017-01-14,1200,1.11.45,1169
M273,56,Flying Spur,10,2014-01-19,1000,0.59.23,1216
A154,78,Makfi,12,2018-01-10,1650,1.42.06,1027
V306,55,Snitzel,9,2017-01-14,1200,1.10.82,1142
V002,74,Not A Single Doubt,4,2016-01-17,1200,1.09.77,1132
A418,81,More Than Ready,5,2018-01-10,1200,1.10.21,1093
V258,28,Not A Single Doubt,7,2018-01-13,1400,1.23.73,1153
S419,79,Commands,1,2016-01-17,1400,1.22.18,1099
A222,44,More Than Ready,10,2018-01-13,1400,1.23.17,1088
T282,51,Snitzel,14,2018-01-13,1400,1.24.35,1083
T405,49,Commands,5,2018-01-13,1400,1.22.85,1121
V151,78,Commands,2,2017-01-14,1200,1.09.74,1143
B040,59,Sebring,1,2018-01-13,1200,1.09.77,1172
V011,51,Not A Single Doubt,5,2016-01-20,1200,1.11.85,1097
A002,80,Duke Of Marmalade,2,2017-01-14,1800,1.48.15,1086
T281,65,More Than Ready,6,2017-01-14,1800,1.49.05,1133
P310,78,Not A Single Doubt,2,2016-01-20,1000,0.58.25,1127
A002,86,Duke Of Marmalade,4,2018-01-13,1650,1.37.70,1082
A154,83,Makfi,10,2017-01-14,1400,1.22.58,1021
V381,87,Sebring,7,2017-01-14,1400,1.22.30,1129
S078,62,Commands,3,2016-01-20,1650,1.41.67,1029
A207,56,Not A Single Doubt,10,2018-01-13,1600,1.37.07,1059
V347,63,Showcasing,5,2018-01-13,1200,1.08.81,1135
B080,52,Showcasing,12,2018-01-17,1000,1.00.35,1219
T289,48,Showcasing,2,2018-01-17,1000,0.57.32,1104
V385,49,Commands,5,2018-01-17,1000,0.57.80,1053
V151,52,Commands,3,2016-01-24,1200,1.10.84,1152
A313,48,More Than Ready,7,2018-01-17,1650,1.42.05,1073
T341,69,Commands,10,2017-01-18,1200,0.00.00,1100
A128,64,Swiss Ace,6,2018-01-17,1200,1.10.45,999
S397,68,Not A Single Doubt,5,2018-01-17,1200,1.10.34,1191
V385,52,Commands,13,2017-01-22,1000,1.00.01,1039
P310,68,Not A Single Doubt,5,2015-01-28,1000,0.57.35,1094
A171,67,Snitzel,7,2018-01-17,1200,1.10.69,1079
T341,77,Commands,6,2018-01-17,1200,1.10.69,1106
V334,37,Flying Spur,12,2017-01-22,1400,1.24.19,1171
S078,62,Commands,11,2015-01-28,1650,1.42.00,1044
B041,50,Showcasing,13,2018-01-21,1000,0.59.50,1011
V011,49,Not A Single Doubt,3,2017-01-22,1200,1.10.49,1081
V375,42,Makfi,14,2017-01-22,1200,1.11.79,1136
T211,102,Sebring,4,2016-01-24,1600,1.35.64,1088
S397,60,Not A Single Doubt,7,2015-02-01,1000,0.58.20,1143
V002,68,Not A Single Doubt,9,2018-01-21,1400,1.23.06,1121
A074,80,Swiss Ace,14,2017-01-22,1000,0.59.42,1136
V250,54,Duke Of Marmalade,14,2018-01-21,1400,1.24.46,1216
T098,83,Duke Of Marmalade,7,2017-01-22,1800,1.47.95,1199
M273,65,Flying Spur,7,2013-01-30,1000,0.57.92,1238
A386,49,Not A Single Doubt,14,2018-01-21,1400,1.24.55,1056
V011,46,Not A Single Doubt,9,2018-01-21,1400,1.23.46,1103
V324,53,Commands,6,2018-01-21,1400,1.23.30,1198
A024,82,Sebring,8,2017-01-22,1200,1.10.14,1088
T341,59,Commands,1,2016-01-31,1200,1.10.84,1100
A093,98,More Than Ready,6,2017-01-22,1600,1.35.59,1081
V381,85,Sebring,12,2017-01-22,1600,1.36.05,1115
V151,85,Commands,5,2018-01-21,1200,1.09.82,1135
V150,80,Snitzel,5,2017-01-22,1400,1.22.65,1149
M273,39,Flying Spur,11,2017-01-25,1000,0.58.61,1264
T289,59,Showcasing,10,2016-01-31,1400,1.23.68,1091
T098,77,Duke Of Marmalade,2,2015-02-01,1400,1.22.50,1178
B107,68,More Than Ready,11,2018-01-21,1400,1.23.63,1080
S078,49,Commands,3,2017-01-25,1650,1.41.14,1045
V347,60,Showcasing,7,2017-01-25,1200,1.10.90,1114
V375,33,Makfi,8,2018-01-24,1650,1.40.10,1128
S419,79,Commands,11,2017-01-25,1200,1.11.38,1097
T405,62,Commands,1,2017-01-25,1200,1.10.54,1100
A002,85,Duke Of Marmalade,1,2018-01-24,1800,1.47.32,1073
T281,75,More Than Ready,5,2018-01-24,1800,1.48.14,1131
V381,61,Sebring,4,2018-01-24,1800,1.48.02,1139
A074,79,Swiss Ace,2,2018-01-24,1200,1.08.24,1136
V347,61,Showcasing,5,2018-01-24,1200,1.08.62,1124
T429,22,Not A Single Doubt,4,2017-01-30,1200,1.10.70,1173
T436,28,Showcasing,8,2017-01-30,1200,1.10.78,1088
T405,51,Commands,2,2016-02-03,1200,1.10.99,1095
A294,62,Commands,14,2018-01-24,1650,1.40.65,1191
V020,73,Showcasing,1,2018-01-24,1650,1.38.20,1108
M273,47,Flying Spur,11,2015-02-07,1000,0.57.97,1234
T211,128,Sebring,2,2017-01-30,1200,1.09.28,1077
M273,53,Flying Spur,4,2014-02-05,1000,0.57.85,1209
A189,57,Not A Single Doubt,7,2018-01-28,1600,1.36.13,1047
A222,42,More Than Ready,5,2018-01-28,1600,1.35.89,1081
V334,53,Flying Spur,12,2018-01-28,1600,1.36.85,1194
P310,80,Not A Single Doubt,14,2017-01-30,1000,0.57.85,1118
A067,76,Makfi,10,2017-01-30,1400,1.23.65,1156
M273,45,Flying Spur,12,2016-02-06,1000,0.59.99,1278
V105,52,Showcasing,11,2016-02-06,1000,0.59.93,1066
T211,127,Sebring,8,2018-01-28,1200,1.10.30,1085
A252,108,Not A Single Doubt,4,2018-01-28,1600,1.34.89,1169
T375,102,Not A Single Doubt,13,2018-01-28,1600,1.35.58,983
V151,80,Commands,4,2017-01-30,1200,1.10.05,1128
T345,58,Commands,10,2016-02-06,1200,1.10.26,1068
A002,83,Duke Of Marmalade,5,2017-01-30,1600,1.35.93,1084
V020,66,Showcasing,9,2017-01-30,1600,1.36.27,1079
T281,50,More Than Ready,9,2016-02-06,1600,1.36.75,1128
T289,50,Showcasing,6,2018-01-31,1000,0.57.98,1112
V385,47,Commands,2,2018-01-31,1000,0.57.60,1047
V258,42,Not A Single Doubt,9,2017-02-02,1650,1.41.92,1121
P310,79,Not A Single Doubt,14,2016-02-06,1000,0.58.40,1132
V258,28,Not A Single Doubt,1,2018-01-31,1800,1.51.49,1145
S419,85,Commands,3,2016-02-06,1400,1.22.26,1097
T098,81,Duke Of Marmalade,4,2016-02-06,1400,1.22.29,1190
T345,56,Commands,7,2018-01-31,1200,1.10.98,1091
S078,74,Commands,9,2014-02-08,1200,1.10.72,1044
P310,68,Not A Single Doubt,2,2015-02-11,1000,0.56.91,1097
V334,35,Flying Spur,1,2017-02-05,1400,1.23.00,1166
T429,50,Not A Single Doubt,12,2016-02-10,1200,1.11.21,1155
A418,80,More Than Ready,10,2018-01-31,1200,1.11.01,1087
M273,28,Flying Spur,5,2018-02-04,1200,1.10.83,1264
T345,47,Commands,9,2017-02-05,1000,0.58.03,1078
V306,54,Snitzel,4,2017-02-05,1000,0.57.46,1147
B067,49,Makfi,9,2018-02-04,1200,1.10.84,1019
A093,116,More Than Ready,3,2018-02-04,1800,1.49.39,1087
V324,46,Commands,3,2017-02-05,1400,1.22.44,1184
T405,48,Commands,10,2018-02-04,1400,1.23.56,1119
T281,65,More Than Ready,7,2017-02-05,1800,1.48.48,1126
V020,80,Showcasing,10,2016-02-10,1200,0.00.00,1108
V150,77,Snitzel,6,2016-02-10,1400,1.22.47,1131
A154,83,Makfi,10,2017-02-05,1400,1.22.82,1020
A171,70,Snitzel,4,2017-02-05,1200,1.09.78,1073
V250,78,Duke Of Marmalade,11,2017-02-05,1200,1.10.84,1178
V151,52,Commands,1,2016-02-14,1200,1.09.53,1134
T436,26,Showcasing,2,2017-02-08,1200,1.10.65,1084
A002,92,Duke Of Marmalade,2,2018-02-07,1800,1.51.68,1083
V011,44,Not A Single Doubt,4,2018-02-07,1200,1.10.99,1103
V348,48,Swiss Ace,1,2018-02-07,1200,1.10.88,1018
T211,102,Sebring,2,2016-02-14,1200,1.09.45,1085
T405,67,Commands,2,2017-02-08,1200,1.10.60,1101
V341,64,More Than Ready,12,2017-02-08,1200,1.11.48,1131
A171,67,Snitzel,11,2018-02-07,1200,1.10.80,1076
P310,70,Not A Single Doubt,10,2018-02-07,1200,1.10.73,1136
T341,77,Commands,8,2018-02-07,1200,1.10.49,1111
T375,81,Not A Single Doubt,6,2016-02-14,1600,1.34.94,1004
V105,67,Showcasing,12,2018-02-07,1650,1.42.25,1085
V381,61,Sebring,11,2018-02-07,1650,1.41.29,1146
B135,52,Makfi,14,2018-02-10,1000,0.58.84,1137
B190,60,Snitzel,3,2018-02-10,1000,0.57.39,1091
M273,65,Flying Spur,3,2012-02-19,1200,1.10.12,1222
A067,71,Makfi,1,2018-02-10,1650,1.37.96,1175
T098,66,Duke Of Marmalade,2,2018-02-10,1650,1.37.98,1217
T098,79,Duke Of Marmalade,2,2015-02-21,1600,1.34.80,1182
V002,68,Not A Single Doubt,2,2018-02-10,1600,1.35.73,1127
M273,51,Flying Spur,3,2014-02-19,1000,0.57.91,1225
P310,78,Not A Single Doubt,4,2017-02-11,1000,0.57.08,1123
S419,77,Commands,3,2017-02-11,1000,0.56.99,1088
V002,73,Not A Single Doubt,13,2017-02-11,1000,0.57.98,1107
S397,60,Not A Single Doubt,2,2016-02-17,1200,1.10.61,1153
V324,52,Commands,3,2018-02-10,1400,1.22.57,1208
S078,62,Commands,7,2016-02-17,1650,1.42.00,1029
T098,83,Duke Of Marmalade,3,2017-02-11,1600,1.34.31,1206
V381,84,Sebring,9,2017-02-11,1600,1.34.87,1119
A024,90,Sebring,8,2018-02-10,1600,1.35.83,1106
A024,82,Sebring,4,2017-02-11,1200,1.09.14,1088
S078,60,Commands,3,2015-02-25,1650,1.42.18,1040
A074,80,Swiss Ace,2,2018-02-10,1200,1.09.02,1145
A128,64,Swiss Ace,4,2018-02-10,1200,1.09.12,1006
A337,69,More Than Ready,11,2018-02-10,1200,1.10.43,1152
B083,64,Swiss Ace,1,2018-02-10,1200,1.08.58,1041
V151,85,Commands,6,2018-02-10,1200,1.09.22,1164
A222,40,More Than Ready,2,2018-02-14,1800,1.51.37,1092
T282,48,Snitzel,3,2017-02-15,1650,1.39.86,1059
T436,40,Showcasing,12,2018-02-14,1200,1.13.63,1109
A154,81,Makfi,12,2017-02-15,1650,1.41.60,1016
V011,49,Not A Single Doubt,6,2016-02-21,1200,1.11.24,1101
V105,52,Showcasing,9,2016-02-21,1200,1.11.25,1070
V347,60,Showcasing,8,2018-02-14,1200,1.11.05,1134
S078,50,Commands,5,2018-02-14,1650,1.41.38,1074
V002,74,Not A Single Doubt,5,2016-02-21,1200,1.10.11,1122
S397,66,Not A Single Doubt,10,2018-02-14,1000,0.57.61,1190
S419,85,Commands,5,2016-02-21,1400,1.22.58,1099
T098,81,Duke Of Marmalade,2,2016-02-21,1400,1.22.42,1177
V150,77,Snitzel,4,2016-02-21,1600,1.35.12,1133
T429,21,Not A Single Doubt,10,2017-02-19,1200,1.10.42,1181
T289,57,Showcasing,7,2016-02-24,1000,0.59.02,1086
M273,26,Flying Spur,9,2018-02-18,1400,1.23.66,1261
V375,31,Makfi,1,2018-02-18,1400,1.23.10,1123
V151,80,Commands,2,2017-02-19,1200,1.09.28,1144
V250,54,Duke Of Marmalade,7,2018-02-18,1400,1.22.82,1208
T405,53,Commands,5,2016-02-24,1200,1.11.69,1094
A189,55,Not A Single Doubt,9,2018-02-18,1800,1.48.83,1046
V381,59,Sebring,3,2018-02-18,1800,1.48.57,1144
A042,68,Swiss Ace,3,2017-02-19,1200,1.08.56,1109
V078,75,More Than Ready,1,2017-02-19,1200,1.08.52,1143
T345,56,Commands,6,2018-02-18,1200,1.11.18,1083
V381,84,Sebring,9,2017-02-19,2000,2.03.07,1111
A002,94,Duke Of Marmalade,4,2018-02-18,2000,2.02.63,1084
A002,83,Duke Of Marmalade,9,2017-02-19,1800,1.48.04,1085
A093,98,More Than Ready,4,2017-02-19,1800,1.47.54,1076
T098,81,Duke Of Marmalade,5,2016-02-24,1200,1.10.70,1174
S078,72,Commands,8,2014-02-26,1650,1.40.83,1039
A024,82,Sebring,2,2017-02-19,1400,1.22.01,1076
T098,84,Duke Of Marmalade,7,2017-02-19,1400,1.22.23,1191
T375,93,Not A Single Doubt,10,2017-02-19,1400,1.22.40,1003
A067,76,Makfi,10,2017-02-19,1400,1.22.59,1156
V150,78,Snitzel,7,2017-02-19,1400,1.22.37,1152
B181,71,Makfi,7,2018-02-18,1200,1.09.78,1163
V150,61,Snitzel,5,2018-02-18,1400,1.22.30,1144
S078,49,Commands,1,2017-02-22,1650,1.40.31,1055
P310,79,Not A Single Doubt,3,2016-02-28,1000,0.57.06,1128
A002,94,Duke Of Marmalade,10,2018-02-21,1650,0.00.00,1100
T375,102,Not A Single Doubt,5,2018-02-21,1650,1.40.79,991
B042,50,Showcasing,10,2018-02-21,1200,1.11.42,1043
P310,76,Not A Single Doubt,8,2017-02-22,1000,0.57.51,1122
S397,71,Not A Single Doubt,5,2017-02-22,1000,0.57.22,1152
S397,60,Not A Single Doubt,5,2015-03-08,1000,0.57.62,1140
T289,50,Showcasing,7,2018-02-21,1000,0.58.05,1108
T289,47,Showcasing,4,2017-02-22,1200,1.10.82,1088
V306,53,Snitzel,11,2017-02-22,1200,1.11.84,1144
V347,59,Showcasing,9,2017-02-22,1200,1.11.54,1106
V020,65,Showcasing,3,2017-02-22,1650,1.39.68,1093
T375,81,Not A Single Doubt,6,2016-02-28,1600,1.35.70,995
A189,52,Not A Single Doubt,8,2017-02-26,1000,0.58.00,1067
P310,68,Not A Single Doubt,2,2018-02-21,1200,1.10.30,1121
T341,76,Commands,7,2018-02-21,1200,1.10.71,1099
V163,39,Sebring,11,2017-02-26,1400,1.23.87,1076
V258,39,Not A Single Doubt,14,2017-02-26,1400,1.25.39,1147
M273,67,Flying Spur,3,2012-03-04,1200,1.10.17,1215
M273,51,Flying Spur,7,2014-03-05,1000,0.58.43,1238
V011,44,Not A Single Doubt,5,2018-02-25,1200,1.10.91,1112
V011,49,Not A Single Doubt,8,2017-02-26,1400,1.23.36,1092
T436,52,Showcasing,11,2016-03-02,1200,1.13.24,1097
V002,71,Not A Single Doubt,7,2017-02-26,1000,0.57.69,1106
V341,62,More Than Ready,10,2017-02-26,1000,0.58.14,1133
M273,43,Flying Spur,3,2016-03-02,1000,0.57.60,1272
T289,55,Showcasing,9,2016-03-02,1000,0.58.71,1081
V258,32,Not A Single Doubt,11,2018-02-25,2000,2.05.21,1153
B067,49,Makfi,3,2018-02-25,1200,1.10.10,1016
B190,60,Snitzel,4,2018-02-25,1200,1.10.11,1089
T405,46,Commands,13,2018-02-25,1200,1.10.97,1118
V250,52,Duke Of Marmalade,5,2018-02-25,1200,1.10.40,1212
B040,67,Sebring,1,2018-02-25,1200,1.09.59,1151
S078,60,Commands,9,2015-03-11,1650,1.41.87,1036
T281,64,More Than Ready,2,2017-02-26,2000,2.03.70,1132
T429,47,Not A Single Doubt,8,2016-03-06,1200,1.11.19,1156
V105,50,Showcasing,6,2016-03-06,1200,1.10.88,1066
V151,60,Commands,1,2016-03-06,1200,1.09.47,1141
A093,116,More Than Ready,6,2018-02-25,2000,2.01.10,1086
A252,118,Not A Single Doubt,9,2018-02-25,1400,1.21.57,1169
P310,70,Not A Single Doubt,2,2015-03-11,1000,0.57.60,1089
T341,65,Commands,5,2016-03-06,1200,1.10.03,1101
T429,16,Not A Single Doubt,7,2018-02-28,1200,1.10.53,1166
V078,80,More Than Ready,2,2017-03-01,1200,1.08.60,1142
A222,41,More Than Ready,1,2018-02-28,1800,1.47.77,1085
V381,60,Sebring,2,2018-02-28,1800,1.48.23,1140
V348,52,Swiss Ace,8,2017-03-05,1200,1.11.82,1037
S078,62,Commands,12,2016-03-06,1800,1.50.07,1015
V334,40,Flying Spur,3,2017-03-05,1600,1.36.01,1167
A067,76,Makfi,12,2018-02-28,1650,1.41.18,1175
A154,78,Makfi,1,2018-02-28,1650,1.38.29,1025
V020,79,Showcasing,4,2018-02-28,1650,1.38.47,1109
A377,86,Not A Single Doubt,7,2018-02-28,1200,1.08.71,1017
B166,82,Sebring,10,2018-02-28,1200,1.09.04,1162
V151,84,Commands,8,2018-02-28,1200,1.08.73,1154
A128,64,Swiss Ace,4,2018-02-28,1200,1.08.55,1002
B083,75,Swiss Ace,2,2018-02-28,1200,1.08.30,1027
A294,59,Commands,8,2018-03-03,1000,0.58.15,1201
M273,42,Flying Spur,6,2016-03-09,1200,1.11.28,1274
T280,25,Flying Spur,3,2018-03-03,1600,1.35.67,1070
V324,46,Commands,11,2017-03-05,1400,1.23.96,1176
T281,48,More Than Ready,6,2016-03-09,1650,1.42.58,1121
T098,81,Duke Of Marmalade,3,2015-03-15,1400,1.22.80,1193
A189,53,Not A Single Doubt,7,2018-03-03,1600,1.36.09,1033
V250,76,Duke Of Marmalade,14,2017-03-05,1400,1.22.90,1177
V150,59,Snitzel,7,2018-03-03,1400,1.22.63,1154
V150,76,Snitzel,1,2017-03-05,1400,1.21.19,1143
A002,83,Duke Of Marmalade,1,2017-03-05,1800,1.46.44,1077
V381,82,Sebring,14,2017-03-05,1800,1.49.18,1111
T436,28,Showcasing,1,2017-03-08,1000,0.57.40,1097
S397,64,Not A Single Doubt,4,2018-03-03,1000,0.56.74,1184
V306,51,Snitzel,3,2017-03-08,1000,0.57.75,1131
V385,52,Commands,6,2017-03-08,1000,0.57.98,1054
T282,49,Snitzel,1,2017-03-08,1650,1.40.73,1049
T405,69,Commands,10,2017-03-08,1200,1.11.05,1104
P310,79,Not A Single Doubt,3,2016-03-13,1000,0.57.15,1120
V002,74,Not A Single Doubt,1,2016-03-13,1000,0.56.85,1121
M273,67,Flying Spur,10,2012-03-14,1200,1.11.34,1209
A154,79,Makfi,12,2017-03-08,1800,1.50.63,1024
S078,48,Commands,7,2018-03-07,1650,1.41.29,1072
V150,76,Snitzel,1,2016-03-13,1400,1.22.61,1131
A337,67,More Than Ready,3,2018-03-07,1200,1.09.97,1136
A418,80,More Than Ready,1,2018-03-07,1200,1.09.76,1096
B107,65,More Than Ready,10,2018-03-07,1200,1.10.46,1100
P310,69,Not A Single Doubt,9,2018-03-07,1200,1.10.37,1128
T429,19,Not A Single Doubt,11,2017-03-12,1650,1.40.80,1181
A189,52,Not A Single Doubt,6,2017-03-12,1400,1.23.46,1062
T289,52,Showcasing,3,2016-03-16,1000,0.57.86,1083
V375,36,Makfi,5,2018-03-11,1400,1.22.83,1124
V105,48,Showcasing,3,2016-03-16,1200,1.10.79,1061
B190,60,Snitzel,1,2018-03-11,1200,1.09.75,1088
V011,43,Not A Single Doubt,6,2018-03-11,1200,1.10.16,1095
A002,95,Duke Of Marmalade,3,2018-03-11,1650,1.38.76,1077
A154,83,Makfi,5,2018-03-11,1650,1.39.01,1019
A171,70,Snitzel,3,2017-03-12,1200,1.09.67,1058
V324,52,Commands,2,2018-03-11,1400,1.22.38,1189
P310,74,Not A Single Doubt,11,2017-03-12,1000,0.57.48,1128
V341,60,More Than Ready,12,2017-03-12,1000,0.57.85,1115
A222,51,More Than Ready,1,2018-03-11,1650,1.38.40,1080
T098,84,Duke Of Marmalade,3,2017-03-12,1650,1.37.89,1186
S397,62,Not A Single Doubt,3,2016-03-16,1200,1.10.31,1146
V078,73,More Than Ready,11,2016-03-16,1200,1.11.29,1182
S078,70,Commands,2,2014-03-19,1650,1.39.62,1035
T098,68,Duke Of Marmalade,4,2018-03-11,1650,1.38.58,1200
T281,73,More Than Ready,3,2018-03-11,1650,1.38.56,1134
S419,85,Commands,12,2016-03-16,1800,1.54.00,1093
T098,83,Duke Of Marmalade,7,2016-03-16,1800,1.52.35,1193
V347,59,Showcasing,2,2017-03-15,1200,1.10.51,1124
T405,53,Commands,2,2016-03-20,1200,1.10.47,1087
B181,71,Makfi,4,2018-03-11,1400,1.22.62,1158
V258,35,Not A Single Doubt,12,2017-03-15,1800,1.57.41,1143
V002,70,Not A Single Doubt,5,2018-03-11,1600,1.34.44,1129
S078,54,Commands,5,2017-03-15,1650,1.41.74,1050
S397,70,Not A Single Doubt,2,2017-03-15,1000,0.56.94,1150
V348,53,Swiss Ace,7,2018-03-14,1000,0.57.96,1024
A067,74,Makfi,9,2017-03-15,1200,1.10.49,1152
T211,103,Sebring,1,2016-03-20,1200,1.08.89,1077
T289,48,Showcasing,5,2018-03-14,1200,1.10.93,1116
S078,61,Commands,12,2016-03-20,1600,1.36.64,1016
A189,51,Not A Single Doubt,3,2018-03-18,1600,1.36.71,1022
V250,50,Duke Of Marmalade,8,2018-03-18,1600,1.36.89,1204
V381,60,Sebring,13,2018-03-18,1600,1.37.34,1134
V150,57,Snitzel,9,2018-03-18,1400,1.23.62,1152
V334,53,Flying Spur,4,2018-03-18,1400,1.23.03,1194
A252,118,Not A Single Doubt,1,2018-03-18,1600,1.35.44,1164
T281,66,More Than Ready,12,2017-03-19,2000,2.05.17,1126
S397,60,Not A Single Doubt,6,2015-04-01,1000,0.57.63,1140
A002,94,Duke Of Marmalade,7,2017-03-19,2000,2.04.04,1086
A093,98,More Than Ready,6,2017-03-19,2000,2.03.83,1085
S078,58,Commands,10,2015-04-01,1650,1.41.58,1050
A024,83,Sebring,6,2017-03-19,1400,1.23.68,1084
T375,92,Not A Single Doubt,8,2017-03-19,1400,1.23.80,1003
V150,82,Snitzel,12,2017-03-19,1400,1.24.32,1151
T429,44,Not A Single Doubt,10,2016-03-28,1400,1.23.59,1154
T436,50,Showcasing,13,2016-03-28,1400,1.23.93,1091
A377,86,Not A Single Doubt,4,2018-03-18,1200,1.09.73,1009
V385,50,Commands,5,2017-03-22,1000,0.57.69,1047
A297,79,Sebring,4,2018-03-18,1400,1.23.11,1152
P310,69,Not A Single Doubt,10,2018-03-18,1400,1.24.13,1133
V306,52,Snitzel,3,2017-03-22,1200,1.10.77,1131
V258,32,Not A Single Doubt,4,2018-03-21,2200,2.20.37,1138
T289,46,Showcasing,5,2018-03-21,1200,1.10.28,1094
A128,64,Swiss Ace,3,2018-03-21,1200,1.10.12,1010
S397,62,Not A Single Doubt,12,2018-03-21,1200,1.11.11,1182
T341,74,Commands,8,2018-03-21,1200,1.10.62,1090
S078,46,Commands,3,2018-03-21,1650,1.40.57,1070
T405,44,Commands,10,2018-03-21,1650,1.41.58,1111
V011,41,Not A Single Doubt,9,2018-03-21,1650,1.41.41,1096
B107,62,More Than Ready,9,2018-03-21,1650,1.41.11,1102
V020,79,Showcasing,5,2018-03-21,1650,1.40.21,1105
V105,66,Showcasing,6,2018-03-21,1650,1.40.24,1080
T098,81,Duke Of Marmalade,11,2016-03-28,1600,1.35.09,1184
A337,67,More Than Ready,1,2018-03-21,1200,1.09.57,1142
P310,72,Not A Single Doubt,8,2017-03-26,1000,0.58.44,1116
V002,69,Not A Single Doubt,6,2017-03-26,1000,0.58.01,1112
M273,67,Flying Spur,2,2012-04-01,1200,1.09.78,1205
M273,49,Flying Spur,9,2014-04-02,1000,0.58.73,1238
A042,70,Swiss Ace,12,2017-03-26,1200,1.10.31,1100
T281,46,More Than Ready,7,2016-03-31,1800,1.51.22,1115
A222,57,More Than Ready,11,2018-03-25,2000,2.05.26,1069
V105,48,Showcasing,1,2016-03-31,1650,1.43.30,1049
T098,68,Duke Of Marmalade,9,2018-03-25,1600,1.35.45,1211
V150,82,Snitzel,5,2017-03-26,1600,1.35.17,1141
A074,80,Swiss Ace,9,2018-03-25,1200,1.10.77,1138
A171,65,Snitzel,3,2018-03-25,1200,1.09.99,1074
B251,70,Commands,8,2018-03-25,1200,1.10.77,1122
A024,90,Sebring,5,2018-03-25,1600,1.34.79,1090
